!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592091&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Achter,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595918&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Cole,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Screwball,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=605388&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Morgan,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,35,6,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,4,3,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,4,2,1,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=446192&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Moore,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,176,40,11,4,0,4,3,0,4,.275,.650,.375,.280
,,,Sinker,102,24,4,2,1,6,3,0,0,.375,.500,.125,.450
,,,Change,65,17,5,1,0,5,0,0,0,.294,.294,.000,.417
,,,Slider,76,23,14,0,0,2,2,0,0,.174,.261,.087,.444
,,,Curve,34,5,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,29,6,1,0,0,1,0,0,0,.167,.167,.000,.200
,,,Split,4,2,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=493603&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Ottavino,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,15,2,1,1,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,11,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,6,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,2,2,1,0,0,1,0,0,0,.500,.500,.000,1.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592644&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Plutko,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,6,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=425794&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Wainwright,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,309,67,20,9,0,7,6,0,0,.194,.284,.090,.277
,,,Sinker,156,37,6,2,0,7,1,1,0,.243,.324,.081,.290
,,,Change,69,21,10,0,0,3,1,0,0,.191,.238,.048,.364
,,,Slider,54,20,12,0,0,1,1,0,0,.100,.150,.050,.250
,,,Curve,86,26,13,0,0,2,1,0,0,.115,.154,.039,.231
,,,Cutter,61,10,3,0,0,2,1,0,0,.300,.400,.100,.429
,,,Split,3,2,0,0,0,0,1,0,0,.500,1.000,.500,.500
,,,Slow Curve,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=608724&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Walker,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,11,3,1,0,0,2,0,0,0,.667,.667,.000,1.000
,,,Change,4,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=489267&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Rosales,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1053,229,65,32,0,34,10,1,17,.271,.546,.275,.306
,,,Sinker,656,151,23,22,0,31,9,1,0,.272,.344,.073,.320
,,,Change,478,127,29,7,0,20,5,1,5,.244,.417,.173,.280
,,,Slider,263,59,34,3,4,6,0,0,0,.102,.102,.000,.240
,,,Curve,355,68,36,1,1,10,2,0,1,.191,.265,.074,.387
,,,Cutter,248,56,13,3,1,7,2,0,0,.161,.196,.036,.209
,,,Split,21,5,1,2,1,1,1,0,0,.400,.600,.200,.500
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=476589&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Warren,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=573244&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Wilk,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=640470&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adbert Alzolay,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592665&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Addison Reed,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=608365&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Addison Russell,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,709,150,37,21,2,16,11,0,7,.227,.440,.213,.255
,,,Sinker,350,86,15,14,0,13,5,0,3,.244,.407,.163,.265
,,,Change,339,77,18,2,0,10,6,1,3,.260,.481,.221,.304
,,,Slider,269,55,27,6,2,2,4,0,2,.146,.327,.182,.231
,,,Curve,175,34,15,1,2,2,1,0,0,.088,.118,.029,.158
,,,Cutter,78,16,5,1,1,4,0,0,1,.313,.500,.188,.400
,,,Split,13,5,0,0,0,0,0,0,1,.200,.800,.600,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=611177&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adonis Garcia,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,301,68,7,8,1,16,3,0,1,.294,.382,.088,.317
,,,Sinker,183,42,1,3,1,12,3,0,4,.452,.810,.357,.405
,,,Change,129,39,6,0,0,8,1,0,2,.282,.462,.180,.290
,,,Slider,108,35,9,1,0,7,4,0,0,.314,.429,.114,.423
,,,Curve,68,19,6,0,0,2,0,0,1,.158,.316,.158,.167
,,,Cutter,56,12,2,0,0,2,0,0,0,.167,.167,.000,.200
,,,Split,7,3,0,1,0,0,0,0,1,.333,1.333,1.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=588751&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adeiny Hechavarria,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,874,177,46,27,0,31,8,1,4,.249,.373,.124,.315
,,,Sinker,564,137,18,9,0,36,4,2,0,.307,.365,.058,.353
,,,Change,363,124,15,2,0,33,4,1,0,.307,.355,.048,.349
,,,Slider,219,69,21,0,0,10,1,1,3,.217,.391,.174,.267
,,,Curve,244,68,14,1,0,14,2,0,1,.250,.324,.074,.302
,,,Cutter,183,45,5,4,0,11,2,3,0,.356,.533,.178,.400
,,,Split,29,9,0,0,0,2,0,0,0,.222,.222,.000,.222
,,,Slow Curve,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=605288&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adrian Houser,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=134181&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adrian Beltre,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2476,587,65,63,2,113,47,2,35,.336,.601,.266,.333
,,,Sinker,1302,353,21,28,3,74,28,0,17,.337,.561,.224,.324
,,,Change,1159,280,36,20,0,57,21,1,12,.325,.536,.211,.341
,,,Slider,683,140,52,14,3,26,4,0,3,.236,.329,.093,.353
,,,Curve,568,117,39,8,1,22,5,0,4,.265,.410,.145,.365
,,,Cutter,536,108,28,14,3,17,9,1,5,.296,.537,.241,.360
,,,Split,49,11,1,0,0,0,2,0,1,.273,.727,.455,.222
,,,Screwball,3,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543589&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adrian Nieto,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,37,12,3,1,0,2,0,0,0,.167,.167,.000,.222
,,,Sinker,31,3,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,Change,18,5,1,0,0,1,1,0,0,.400,.600,.200,.500
,,,Slider,15,5,1,0,0,3,0,0,0,.600,.600,.000,.750
,,,Curve,4,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,4,1,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,Split,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592716&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adrian Sampson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=408236&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adrian Gonzalez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,3667,737,148,84,14,125,52,2,28,.281,.471,.190,.319
,,,Sinker,1499,390,38,27,9,103,14,0,9,.323,.428,.105,.341
,,,Change,416,112,27,12,1,22,3,0,1,.232,.286,.054,.298
,,,Slider,1456,400,118,27,0,61,12,0,9,.205,.303,.098,.267
,,,Curve,711,197,45,2,2,31,8,1,6,.234,.376,.142,.274
,,,Cutter,602,160,27,7,0,32,8,0,4,.275,.400,.125,.310
,,,Split,89,24,9,4,0,4,2,0,1,.292,.500,.208,.429
,,,Screwball,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=506703&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adrian Sanchez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,36,8,0,0,0,3,0,0,0,.375,.375,.000,.375
,,,Sinker,26,5,2,0,0,1,0,0,0,.200,.200,.000,.333
,,,Change,15,4,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,11,7,3,0,0,1,2,0,0,.429,.714,.286,.750
,,,Curve,11,4,0,0,0,1,0,0,0,.250,.250,.000,.250
,,,Cutter,13,2,0,0,1,0,0,0,0,.000,.000,.000,.000
,,,Split,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=518545&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adron Chambers,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,76,11,3,2,0,1,0,0,0,.091,.091,.000,.125
,,,Sinker,21,6,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,6,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,40,6,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,21,7,5,1,0,1,0,0,0,.143,.143,.000,.500
,,,Cutter,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592570&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Akeel Morris,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=456379&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Al Alburquerque,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641427&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alan Busenitz,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=656061&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Albert Abreu,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=546991&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Albert Almora,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,369,102,8,9,0,22,10,1,4,.363,.598,.235,.367
,,,Sinker,145,38,1,4,0,10,2,0,2,.368,.579,.211,.343
,,,Change,202,46,7,3,0,9,0,0,1,.217,.283,.065,.237
,,,Slider,108,28,9,1,0,4,2,0,1,.250,.429,.179,.333
,,,Curve,85,15,5,2,0,4,1,0,0,.333,.400,.067,.500
,,,Cutter,31,8,0,0,0,1,1,0,0,.250,.375,.125,.250
,,,Split,14,3,1,0,0,2,0,0,0,.667,.667,.000,1.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=544150&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Albert Suarez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,16,5,0,0,0,1,0,0,0,.200,.200,.000,.200
,,,Sinker,17,4,3,0,0,1,0,0,0,.250,.250,.000,1.000
,,,Change,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,4,2,2,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=501227&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alberto Cabrera,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=471868&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alberto Gonzalez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,460,100,12,8,1,19,3,2,0,.240,.310,.070,.273
,,,Sinker,172,46,4,4,0,13,1,0,0,.304,.326,.022,.333
,,,Change,154,54,9,0,0,11,2,0,1,.259,.352,.093,.296
,,,Slider,92,35,7,0,0,3,5,1,0,.257,.457,.200,.321
,,,Curve,112,21,10,0,0,3,1,0,0,.191,.238,.048,.364
,,,Cutter,58,18,1,1,0,4,4,0,0,.444,.667,.222,.471
,,,Split,7,4,1,1,0,1,0,0,0,.250,.250,.000,.333
,,,Screwball,3,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=405395&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Albert Pujols,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2183,495,42,42,3,70,42,0,51,.329,.723,.394,.279
,,,Sinker,1346,340,20,40,0,54,24,0,22,.294,.559,.265,.262
,,,Change,1134,276,19,17,0,49,17,0,11,.279,.460,.181,.268
,,,Slider,575,144,42,9,3,18,7,0,9,.236,.472,.236,.269
,,,Curve,788,158,25,13,2,30,7,0,4,.260,.380,.120,.287
,,,Cutter,453,125,16,4,0,19,7,0,5,.248,.424,.176,.250
,,,Split,111,29,4,4,0,4,0,0,1,.172,.276,.103,.167
,,,Screwball,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,4,3,0,0,0,1,0,0,0,.333,.333,.000,.333
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=430948&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alberto Callaspo,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1548,355,48,44,2,69,20,0,7,.270,.386,.116,.297
,,,Sinker,865,251,6,19,0,57,22,0,4,.331,.466,.136,.328
,,,Change,638,192,10,5,0,42,10,1,0,.276,.339,.063,.291
,,,Slider,300,77,15,3,0,12,3,0,3,.234,.390,.156,.254
,,,Curve,306,75,8,1,0,19,4,0,1,.320,.413,.093,.349
,,,Cutter,211,60,6,4,0,13,5,0,1,.317,.450,.133,.340
,,,Split,17,5,1,0,0,1,0,0,0,.200,.200,.000,.250
,,,Screwball,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=451705&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alberto Rosario,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,33,4,0,2,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,7,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,5,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=610143&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alberto Tirado,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=594742&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alec Asher,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,5,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,1,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Slider,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=621219&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alec Mills,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=591701&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alejandro Chacin,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=649557&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Aledmys Diaz,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,308,75,10,9,1,11,5,0,1,.227,.333,.107,.250
,,,Sinker,151,44,4,0,0,9,2,0,2,.296,.477,.182,.290
,,,Change,190,42,8,3,0,7,1,0,0,.191,.214,.024,.235
,,,Slider,106,25,5,3,0,4,3,0,0,.280,.400,.120,.350
,,,Curve,67,12,4,2,0,2,0,0,0,.167,.167,.000,.250
,,,Cutter,70,13,3,1,0,2,0,0,0,.154,.154,.000,.200
,,,Split,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=444876&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alcides Escobar,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2153,526,64,39,1,118,30,4,3,.295,.384,.089,.331
,,,Sinker,1031,271,20,18,0,51,17,5,7,.295,.472,.177,.299
,,,Change,839,222,21,12,0,51,7,2,0,.270,.320,.050,.299
,,,Slider,567,141,48,5,3,19,4,1,0,.170,.213,.043,.258
,,,Curve,574,140,29,4,2,34,7,0,0,.293,.343,.050,.369
,,,Cutter,309,80,19,0,0,13,1,2,0,.200,.263,.063,.262
,,,Split,40,11,3,0,0,1,1,0,0,.182,.273,.091,.250
,,,Screwball,7,3,0,0,0,1,0,0,0,.333,.333,.000,.333
,,,Slow Curve,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=593700&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alen Hanson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,122,26,7,4,0,3,4,0,0,.269,.423,.154,.368
,,,Sinker,51,15,2,0,0,3,0,0,1,.267,.467,.200,.250
,,,Change,41,9,0,1,0,2,0,0,0,.222,.222,.000,.222
,,,Slider,19,3,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,34,8,3,0,0,1,1,0,0,.250,.375,.125,.400
,,,Cutter,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=457477&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alejandro De Aza,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,949,182,33,24,5,36,16,3,2,.313,.467,.154,.374
,,,Sinker,394,109,16,5,4,10,6,4,1,.193,.349,.156,.217
,,,Change,51,13,3,0,0,2,0,1,1,.308,.692,.385,.333
,,,Slider,375,92,37,4,0,12,2,0,1,.163,.217,.054,.259
,,,Curve,301,65,25,3,1,9,2,0,0,.169,.200,.031,.275
,,,Cutter,126,37,7,3,0,6,1,0,0,.189,.216,.027,.233
,,,Split,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607468&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alex Blandino,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,79,21,5,3,0,6,0,0,0,.286,.286,.000,.375
,,,Sinker,21,3,0,1,0,1,0,0,0,.333,.333,.000,.333
,,,Change,14,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,16,2,2,0,1,0,0,0,0,.000,.000,.000,.000
,,,Curve,16,3,0,0,0,2,0,0,0,.667,.667,.000,.667
,,,Cutter,8,2,1,1,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=488671&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alex Avila,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1104,236,66,41,3,38,11,0,6,.233,.356,.123,.299
,,,Sinker,467,110,21,16,3,23,1,0,1,.227,.264,.036,.273
,,,Change,96,23,11,2,0,2,3,0,2,.304,.696,.391,.500
,,,Slider,546,114,57,5,2,11,4,1,0,.140,.193,.053,.281
,,,Curve,312,52,36,4,2,3,2,0,0,.096,.135,.039,.313
,,,Cutter,176,39,12,1,0,5,2,0,0,.180,.231,.051,.259
,,,Split,12,5,3,1,0,0,0,0,0,.000,.000,.000,.000
