!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592091&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Achter,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595918&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Cole,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Slider,3363,1000,207,23,3,178,46,5,41,.270,.449,.179,.305
,,,Curve,1756,487,159,11,7,92,19,2,20,.273,.444,.170,.367
,,,Cutter,1355,369,48,15,2,71,19,0,17,.290,.480,.190,.296
,,,Split,446,154,52,4,1,17,6,1,3,.175,.286,.110,.242
,,,Knuckler,259,58,8,5,0,10,0,0,4,.241,.448,.207,.217
,,,Slow Curve,15,3,0,0,0,0,1,0,0,.333,.667,.333,.333
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=425560&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam LaRoche,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4077,864,183,128,3,146,56,3,57,.303,.573,.270,.329
,,,Sinker,2895,714,85,93,0,143,46,2,26,.304,.483,.179,.317
,,,Change,1789,416,73,39,0,53,19,2,17,.219,.397,.178,.227
,,,Slider,1235,250,137,32,2,24,7,1,12,.176,.356,.180,.317
,,,Curve,1371,267,100,19,2,39,12,0,10,.229,.386,.157,.325
,,,Cutter,719,136,41,22,2,23,5,0,7,.257,.449,.191,.318
,,,Split,603,138,40,12,0,9,5,1,7,.159,.362,.203,.165
,,,Knuckler,127,21,3,6,0,2,0,0,1,.143,.286,.143,.118
,,,Slow Curve,32,6,3,0,0,1,0,0,0,.167,.167,.000,.333
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=429400&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Loewen,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,147,38,12,4,1,7,2,0,3,.316,.605,.290,.391
,,,Sinker,75,17,1,4,0,3,1,0,1,.294,.529,.235,.267
,,,Change,51,8,1,0,0,2,1,0,1,.500,1.000,.500,.500
,,,Slider,40,6,5,0,0,1,0,0,0,.167,.167,.000,1.000
,,,Curve,37,8,6,1,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,10,3,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,16,5,3,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607030&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam McCreery,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=452252&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Lind,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,5061,962,214,111,5,167,71,1,47,.297,.520,.223,.341
,,,Sinker,3356,675,56,93,1,154,44,1,26,.333,.517,.184,.336
,,,Change,1874,526,59,25,0,91,18,2,36,.280,.527,.247,.258
,,,Slider,1342,394,103,19,4,52,30,0,20,.259,.487,.228,.303
,,,Curve,1517,462,121,11,1,68,27,2,21,.255,.459,.204,.303
,,,Cutter,896,236,39,14,0,39,16,2,11,.288,.513,.225,.307
,,,Split,476,163,38,4,0,19,7,0,11,.227,.472,.245,.228
,,,Knuckler,78,20,4,1,0,5,0,0,1,.300,.450,.150,.333
,,,Slow Curve,19,5,2,0,0,2,0,0,0,.400,.400,.000,.667
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=446192&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Moore,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,531,114,34,10,1,14,9,1,4,.246,.447,.202,.316
,,,Sinker,219,46,12,6,2,7,1,0,1,.196,.283,.087,.242
,,,Change,54,18,9,0,0,2,1,0,0,.167,.222,.056,.333
,,,Slider,222,66,17,0,0,12,0,0,0,.182,.182,.000,.245
,,,Curve,93,20,7,0,0,2,0,0,0,.100,.100,.000,.154
,,,Cutter,67,17,1,1,0,6,0,0,0,.353,.353,.000,.375
,,,Split,4,2,1,1,1,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,5,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=605388&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Morgan,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,70,18,5,2,0,2,1,0,0,.167,.222,.056,.231
,,,Sinker,78,19,4,0,0,1,1,0,0,.105,.158,.053,.133
,,,Change,8,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,14,6,5,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,17,4,3,0,0,1,0,0,0,.250,.250,.000,1.000
,,,Cutter,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=493603&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Ottavino,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,23,6,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,37,5,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,6,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Slider,8,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,7,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,7,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592644&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Plutko,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=608724&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Walker,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,5,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Slider,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=425794&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Wainwright,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,554,124,33,5,0,15,6,0,5,.210,.379,.169,.244
,,,Sinker,395,99,15,5,0,7,8,1,0,.162,.263,.101,.191
,,,Change,37,12,9,2,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,251,84,35,0,0,14,4,0,1,.226,.310,.083,.375
,,,Curve,173,55,26,0,0,6,1,0,1,.146,.218,.073,.250
,,,Cutter,101,25,5,0,0,5,0,0,0,.200,.200,.000,.250
,,,Split,23,5,3,0,0,2,0,0,0,.400,.400,.000,1.000
,,,Knuckler,2,1,0,0,0,0,0,0,1,1.000,4.000,3.000,.000
,,,Slow Curve,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=489267&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Rosales,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1436,344,81,37,4,51,14,2,12,.230,.387,.157,.267
,,,Sinker,817,213,26,17,8,42,14,0,4,.282,.404,.122,.306
,,,Change,136,39,22,2,1,1,2,0,0,.077,.128,.051,.177
,,,Slider,917,207,80,5,0,23,5,1,2,.150,.213,.063,.232
,,,Curve,328,72,37,0,0,13,0,0,0,.181,.181,.000,.371
,,,Cutter,296,79,14,4,2,12,4,0,5,.266,.506,.241,.267
,,,Split,52,14,6,1,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,14,3,0,0,0,0,1,0,1,.667,2.000,1.333,.500
,,,Slow Curve,4,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=476589&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Warren,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,21,4,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,8,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=573244&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Wilk,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=640470&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adbert Alzolay,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592665&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Addison Reed,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=608365&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Addison Russell,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1963,392,124,51,3,64,21,3,12,.255,.416,.161,.344
,,,Sinker,1011,256,27,17,9,52,15,1,8,.297,.457,.160,.308
,,,Change,273,69,31,5,1,5,4,0,4,.188,.420,.232,.265
,,,Slider,1226,290,95,12,2,45,12,1,8,.228,.359,.131,.310
,,,Curve,511,139,37,2,0,25,6,0,3,.245,.353,.108,.313
,,,Cutter,450,115,25,7,0,18,7,3,3,.270,.461,.191,.322
,,,Split,54,15,10,0,0,1,0,0,0,.067,.067,.000,.200
,,,Knuckler,23,5,0,0,0,1,1,0,0,.400,.600,.200,.400
,,,Slow Curve,5,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=611177&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adonis Garcia,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,919,223,37,7,1,44,14,0,9,.300,.484,.184,.328
,,,Sinker,419,109,7,7,2,22,6,0,1,.266,.349,.083,.277
,,,Change,143,39,12,0,2,4,2,0,2,.205,.410,.205,.240
,,,Slider,609,177,44,1,0,23,5,0,2,.170,.232,.062,.214
,,,Curve,220,57,9,2,0,15,1,0,2,.316,.439,.123,.348
,,,Cutter,147,46,2,1,0,7,3,0,3,.283,.544,.261,.244
,,,Split,24,10,1,0,0,1,2,0,1,.400,.900,.500,.375
,,,Knuckler,14,2,2,1,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=588751&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adeiny Hechavarria,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2686,622,143,38,0,112,26,13,4,.249,.352,.103,.318
,,,Sinker,1593,490,26,14,3,118,17,3,2,.286,.345,.059,.299
,,,Change,282,93,18,2,1,17,4,0,1,.237,.312,.075,.284
,,,Slider,1497,440,83,12,0,70,14,7,6,.221,.325,.105,.259
,,,Curve,649,190,34,4,1,35,6,1,1,.226,.284,.058,.271
,,,Cutter,500,130,24,6,0,26,3,2,1,.246,.323,.077,.295
,,,Split,121,55,9,0,0,12,3,1,1,.309,.455,.146,.356
,,,Knuckler,6,2,0,0,0,1,0,0,0,.500,.500,.000,.500
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=605288&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adrian Houser,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=134181&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adrian Beltre,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,6049,1614,194,92,15,303,97,5,75,.297,.503,.206,.301
,,,Sinker,4064,1026,80,59,14,227,64,0,41,.324,.506,.182,.322
,,,Change,1044,231,52,13,4,39,14,0,9,.268,.446,.178,.312
,,,Slider,3649,859,159,37,4,154,39,1,36,.268,.441,.174,.292
,,,Curve,1581,408,78,10,0,62,24,2,18,.260,.461,.201,.282
,,,Cutter,1362,341,39,17,1,73,17,2,17,.320,.531,.211,.323
,,,Split,363,81,17,9,1,16,5,1,1,.284,.407,.124,.349
,,,Knuckler,121,31,7,3,0,3,0,0,1,.129,.226,.097,.130
,,,Slow Curve,12,5,3,0,1,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543589&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adrian Nieto,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,187,32,12,3,0,5,2,0,1,.250,.406,.156,.368
,,,Sinker,73,21,4,0,0,6,1,0,1,.381,.571,.191,.438
,,,Change,51,17,5,1,0,2,0,0,0,.118,.118,.000,.167
,,,Slider,35,9,8,0,1,0,0,0,0,.000,.000,.000,.000
,,,Curve,47,8,7,1,1,1,0,0,0,.125,.125,.000,1.000
,,,Cutter,58,10,1,2,0,3,0,0,0,.300,.300,.000,.333
,,,Split,11,3,1,0,0,1,0,0,0,.333,.333,.000,.500
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592716&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adrian Sampson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=408236&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adrian Gonzalez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,6910,1584,248,165,6,277,102,1,88,.296,.528,.232,.305
,,,Sinker,4060,855,93,131,2,183,71,1,56,.364,.646,.282,.361
,,,Change,2352,603,120,34,0,87,34,1,37,.264,.508,.244,.274
,,,Slider,1692,467,165,40,5,70,15,1,25,.238,.435,.197,.311
,,,Curve,1626,347,100,12,1,57,21,1,5,.242,.352,.110,.326
,,,Cutter,1124,297,44,17,1,65,21,0,6,.310,.441,.131,.348
,,,Split,580,173,40,4,0,34,7,0,9,.289,.486,.197,.331
,,,Knuckler,36,10,2,0,0,2,0,0,1,.300,.600,.300,.286
,,,Screwball,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,17,3,0,0,0,0,2,0,0,.667,1.333,.667,.667
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=506703&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adrian Sanchez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,106,33,10,0,0,3,6,0,0,.273,.455,.182,.391
,,,Sinker,64,23,8,0,0,4,0,0,0,.174,.174,.000,.267
,,,Change,9,2,1,1,0,1,0,0,0,.500,.500,.000,1.000
,,,Slider,50,9,2,1,0,1,1,0,0,.222,.333,.111,.286
,,,Curve,21,6,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,13,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,7,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=518545&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adron Chambers,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,211,41,9,6,1,9,3,2,1,.366,.610,.244,.452
,,,Sinker,98,23,5,0,0,4,0,0,0,.174,.174,.000,.222
,,,Change,45,13,3,0,0,4,0,0,0,.308,.308,.000,.400
,,,Slider,55,12,4,0,2,5,0,0,0,.417,.417,.000,.625
,,,Curve,43,11,6,1,0,0,1,1,0,.182,.455,.273,.400
,,,Cutter,15,4,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,21,8,4,1,0,0,1,0,0,.125,.250,.125,.250
,,,Knuckler,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592570&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Akeel Morris,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=456379&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Al Alburquerque,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=656061&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Albert Abreu,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641427&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alan Busenitz,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=546991&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Albert Almora,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,516,146,12,9,1,38,16,2,2,.397,.575,.178,.424
,,,Sinker,252,66,9,4,0,16,2,0,0,.273,.303,.030,.316
,,,Change,63,20,6,2,0,0,2,0,1,.150,.400,.250,.154
,,,Slider,376,104,35,3,0,16,4,1,2,.221,.337,.115,.313
,,,Curve,198,52,25,0,0,6,2,0,1,.173,.269,.096,.308
,,,Cutter,115,38,5,1,0,8,2,0,1,.290,.421,.132,.313
,,,Split,22,6,0,0,0,1,1,0,0,.333,.500,.167,.333
,,,Knuckler,10,4,0,0,0,1,0,0,0,.250,.250,.000,.250
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=544150&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Albert Suarez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,17,5,0,0,0,0,2,0,0,.400,.800,.400,.400
,,,Sinker,17,5,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=501227&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alberto Cabrera,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=471868&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alberto Gonzalez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1077,230,28,19,3,35,15,2,1,.230,.326,.096,.259
,,,Sinker,623,163,6,5,2,40,2,1,1,.270,.313,.043,.276
,,,Change,103,41,7,1,0,8,4,0,0,.293,.390,.098,.353
,,,Slider,474,147,30,1,1,18,7,0,1,.177,.245,.068,.216
,,,Curve,192,53,11,1,0,10,3,1,0,.264,.359,.094,.333
,,,Cutter,177,54,8,2,0,7,3,0,0,.185,.241,.056,.217
,,,Split,49,16,2,0,0,3,2,0,0,.313,.438,.125,.357
,,,Knuckler,11,3,0,0,0,1,0,0,0,.333,.333,.000,.333
,,,Screwball,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=405395&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Albert Pujols,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,6463,1622,131,143,14,284,101,1,117,.310,.590,.280,.281
,,,Sinker,4148,1067,89,88,16,230,61,1,54,.324,.535,.211,.316
,,,Change,1195,262,39,22,5,42,14,1,12,.263,.462,.199,.270
,,,Slider,3785,866,179,66,3,141,30,1,31,.234,.379,.144,.262
,,,Curve,2117,348,108,30,4,48,15,0,9,.207,.328,.121,.273
,,,Cutter,1454,374,29,29,1,68,18,0,25,.297,.546,.249,.269
,,,Split,518,121,30,5,2,12,10,0,6,.231,.463,.231,.259
,,,Knuckler,108,23,3,3,0,2,1,0,2,.217,.522,.304,.167
,,,Slow Curve,23,5,0,0,0,1,0,0,1,.400,1.000,.600,.250
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=430948&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alberto Callaspo,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,3780,863,84,129,2,174,52,6,19,.291,.431,.140,.305
,,,Sinker,2588,674,39,65,0,144,29,2,13,.279,.386,.107,.281
,,,Change,1193,290,20,22,0,48,8,1,2,.203,.259,.055,.213
,,,Slider,956,215,49,12,0,37,6,3,1,.219,.288,.070,.279
,,,Curve,919,158,31,5,1,27,7,0,0,.215,.260,.044,.268
,,,Cutter,509,142,18,6,0,35,3,0,2,.282,.345,.063,.312
,,,Split,343,96,17,3,0,16,2,2,0,.208,.271,.063,.253
,,,Knuckler,83,19,4,0,0,4,0,0,0,.211,.211,.000,.267
,,,Slow Curve,11,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=451705&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alberto Rosario,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,49,14,2,0,0,3,1,0,0,.286,.357,.071,.333
,,,Sinker,25,6,1,0,0,2,1,0,0,.500,.667,.167,.600
,,,Slider,33,9,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,8,3,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,8,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=610143&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alberto Tirado,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=594742&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alec Asher,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,22,7,3,0,0,0,1,0,0,.143,.286,.143,.250
,,,Sinker,17,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,8,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,7,4,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,7,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
